Serial_No,Report_Name,Reporting_Data_attribute,Data_Attributes_contributing_to_reporting_attributes,Row_Code,Column_Code,Measure,Source,Tab,Sub_part,Mart,Mart_Logic,SQL_Query,Frequency
231,Schedule V,Loan Disbursements,(ii) for purchasing old units (Resale),R1299,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
232,Schedule V,Loan Disbursements,(iii) for repair & renovation of existing units,R1300,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
233,Schedule V,Loan Disbursements,1.2-Builders and Corporates,R1301,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
234,Schedule V,Loan Disbursements,(i) Residential Projects,R1302,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
235,Schedule V,Loan Disbursements,"(a) Out of the 1.2(i) above, Loans for Slum Rehabilitation Authority (SRA)",R1303,C209,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
236,Schedule V,Loan Disbursements,1.3-Housing Loans to others (excluding 1.1 and 1.2 above),R1304,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
237,Schedule V,Loan Disbursements,2-Non-Housing Loans,R1305,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
238,Schedule V,Loan Disbursements,2.1-Individuals,R1306,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
239,Schedule V,Loan Disbursements,(i) for mortgage/property/home equity loans/LAP,R1307,C209,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
240,Schedule V,Loan Disbursements,(ii) Lease Rental Discounting,R1308,C209,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
241,Schedule V,Loan Disbursements,(iii) Others,R1309,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
242,Schedule V,Loan Disbursements,(a) Of (iii) above loan against the security of shares/ debentures / bonds,R1310,C209,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
243,Schedule V,Loan Disbursements,(b) Of (iii) above loans against security of gold jewellery,R1311,C209,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
244,Schedule V,Loan Disbursements,2.2-Builders and Corporates,R1312,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
245,Schedule V,Loan Disbursements,(i) Non-residential projects,R1313,C209,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
246,Schedule V,Loan Disbursements,(ii) Lease Rental Discounting,R1314,C209,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
247,Schedule V,Loan Disbursements,(iii) Others,R1315,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
248,Schedule V,Loan Disbursements,(a) Of (iii) above loan against the security of shares/ debentures / bonds,R1316,C209,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
249,Schedule V,Loan Disbursements,2.3-Non-housing Loans to others (excluding 2.1 and 2.2 above),R1317,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
250,Schedule V,Loan Disbursements,3-Total,R1318,C209,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
251,Schedule V,Loan Disbursements,1- Housing Loans,R1294,C210,No. of accounts,derived ,part-1,Part-1B,,,,monthly
252,Schedule V,Loan Disbursements,1.1-Individuals,R1295,C210,No. of accounts,derived ,part-1,Part-1B,,,,monthly
253,Schedule V,Loan Disbursements,(i) for construction/purchase of new units,R1296,C210,No. of accounts,Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate  count of distinct(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- CRE_RH_Tagging is null
3- Product_NHB = ('Purchase', 'Construction')","SELECT count(distinct LOAN_NUMBER_NEW) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE  Customer_type = 'INDIVIDUAL'
AND CRE_RH_Tagging is null
AND Product_NHB IN ('Purchase', 'Construction')
AND Report_Date IN ({{report_dates}})",monthly
254,Schedule V,Loan Disbursements,"(a) Out of the 1.1(i) above, loans granted for purchase of dwelling units from builders (under construction + completed)",R1297,C210,No. of accounts,Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate count of distinct(Loan_no_new) where,
Transaction_structure = ('Builder Purchase', 'General APF')","SELECT count(distinct LOAN_NUMBER_NEW) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE  Transaction_structure in ('BUILDER_PURCHASE', 'GENERAL_APF')
AND Report_Date IN ({{report_dates}})",monthly
255,Schedule V,Loan Disbursements,"(b) Out of the 1.1(i) above, loans granted for Plot + Construction",R1298,C210,No. of accounts,Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate count of distinct(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- system_product = 'Purchase and Construction'","SELECT count(distinct LOAN_NUMBER_NEW) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Customer_type = 'INDIVIDUAL'
AND product = 'Purchase and Construction'
AND Report_Date IN ({{report_dates}})",monthly
256,Schedule V,Loan Disbursements,(ii) for purchasing old units (Resale),R1299,C210,No. of accounts,Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate  count of distinct(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- Product_NHB = 'Resale Property Purchase'","SELECT count(distinct LOAN_NUMBER_NEW) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Customer_type = 'INDIVIDUAL'
AND product = 'Resale Property Purchase'
AND Report_Date IN ({{report_dates}})",monthly
257,Schedule V,Loan Disbursements,(iii) for repair & renovation of existing units,R1300,C210,No. of accounts,Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate  count of distinct(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- Product_NHB = 'Repair and Renovation Loan'","SELECT count(distinct LOAN_NUMBER_NEW) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Customer_type = 'INDIVIDUAL'
AND product = 'Repair and Renovation Loan'
AND Report_Date IN ({{report_dates}})",monthly
258,Schedule V,Loan Disbursements,1.2-Builders and Corporates,R1301,C210,No. of accounts,derived ,part-1,Part-1B,,,,monthly
259,Schedule V,Loan Disbursements,(i) Residential Projects,R1302,C210,No. of accounts,Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate  count of distinct(Loan_no_new) where,
1- Product_NHB <> 'Other Loan'
2- CRE_RH_Tagging is not null","SELECT count(distinct LOAN_NUMBER_NEW) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Product_NHB <> 'OTHER LOAN'
AND CRE_RH_Tagging is not null
AND Report_Date IN ({{report_dates}})",monthly
260,Schedule V,Loan Disbursements,"(a) Out of the 1.2(i) above, Loans for Slum Rehabilitation Authority (SRA)",R1303,C210,No. of accounts,NA,part-1,Part-1B,,,,monthly
262,Schedule V,Loan Disbursements,2-Non-Housing Loans,R1305,C210,No. of accounts,derived ,part-1,Part-1B,,,,monthly
263,Schedule V,Loan Disbursements,2.1-Individuals,R1306,C210,No. of accounts,derived ,part-1,Part-1B,,,,monthly
264,Schedule V,Loan Disbursements,(i) for mortgage/property/home equity loans/LAP,R1307,C210,No. of accounts,NA,part-1,Part-1B,,,,monthly
265,Schedule V,Loan Disbursements,(ii) Lease Rental Discounting,R1308,C210,No. of accounts,NA,part-1,Part-1B,,,,monthly
266,Schedule V,Loan Disbursements,(iii) Others,R1309,C210,No. of accounts,NA,part-1,Part-1B,,,,monthly
267,Schedule V,Loan Disbursements,(a) Of (iii) above loan against the security of shares/ debentures / bonds,R1310,C210,No. of accounts,NA,part-1,Part-1B,,,,monthly
268,Schedule V,Loan Disbursements,(b) Of (iii) above loans against security of gold jewellery,R1311,C210,No. of accounts,NA,part-1,Part-1B,,,,monthly
269,Schedule V,Loan Disbursements,2.2-Builders and Corporates,R1312,C210,No. of accounts,derived ,part-1,Part-1B,,,,monthly
270,Schedule V,Loan Disbursements,(i) Non-residential projects,R1313,C210,No. of accounts,NA,part-1,Part-1B,,,,monthly
271,Schedule V,Loan Disbursements,(ii) Lease Rental Discounting,R1314,C210,No. of accounts,NA,part-1,Part-1B,,,,monthly
272,Schedule V,Loan Disbursements,(iii) Others,R1315,C210,No. of accounts,Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate  count of distinct(Loan_no_new) where,
1- Product_NHB = 'Other Loan'
2- Customer_type = 'CORPORATE'","SELECT count(distinct LOAN_NUMBER_NEW) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Product_NHB = 'OTHER LOAN'
AND Customer_type = 'CORPORATE'
AND Report_Date IN ({{report_dates}})",monthly
273,Schedule V,Loan Disbursements,(a) Of (iii) above loan against the security of shares/ debentures / bonds,R1316,C210,No. of accounts,NA,part-1,Part-1B,,,,monthly
275,Schedule V,Loan Disbursements,3-Total,R1318,C210,No. of accounts,derived ,part-1,Part-1B,,,,monthly
276,Schedule V,Loan Disbursements,1- Housing Loans,R1294,C205,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
277,Schedule V,Loan Disbursements,1.1-Individuals,R1295,C211,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
278,Schedule V,Loan Disbursements,(i) for construction/purchase of new units,R1296,C211,Gross carrying amount (Note-2),Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate sum(HL_bifur_of_disb_amt) where,
1- Customer_type = 'INDIVIDUAL'
2- CRE_RH_Tagging is null
3- Product_NHB = ('Purchase', 'Construction')","SELECT sum(HL_bifur_of_disb_amt) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Customer_type = 'INDIVIDUAL'
AND CRE_RH_Tagging is null
AND  Product_NHB IN ('Purchase', 'Construction')
AND Report_Date IN ({{report_dates}})",monthly
279,Schedule V,Loan Disbursements,"(a) Out of the 1.1(i) above, loans granted for purchase of dwelling units from builders (under construction + completed)",R1297,C211,Gross carrying amount (Note-2),Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate sum(HL_Bifur_of_disb_amt) where,
Transaction_structure = ('Builder Purchase', 'General APF')","SELECT sum(HL_bifur_of_disb_amt) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Transaction_structure IN ('BUILDER_PURCHASE', 'GENERAL_APF')
AND Report_Date IN ({{report_dates}})",monthly
280,Schedule V,Loan Disbursements,"(b) Out of the 1.1(i) above, loans granted for Plot + Construction",R1298,C211,Gross carrying amount (Note-2),Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate sum(HL_Bifur_of_Disb_amt) where,
1- Customer_type = 'INDIVIDUAL'
2- system_product = 'Purchase and Construction'","SELECT sum(HL_bifur_of_disb_amt) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Customer_type = 'INDIVIDUAL'
AND product = 'Purchase and Construction'
AND Report_Date IN ({{report_dates}})",monthly
281,Schedule V,Loan Disbursements,(ii) for purchasing old units (Resale),R1299,C211,Gross carrying amount (Note-2),Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate sum(HL_bifur_of_disb_amt)  where,
1- Customer_type = 'INDIVIDUAL'
2- Product_NHB = 'Resale Property Purchase'","SELECT sum(HL_bifur_of_disb_amt) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Customer_type = 'INDIVIDUAL'
AND product = 'Resale Property Purchase'
AND Report_Date IN ({{report_dates}})",monthly
282,Schedule V,Loan Disbursements,(iii) for repair & renovation of existing units,R1300,C211,Gross carrying amount (Note-2),Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate sum(HL_bifur_of_disb_amt)  where,
1- Customer_type = 'INDIVIDUAL'
2- Product_NHB = 'Repair and Renovation Loan'","SELECT sum(HL_bifur_of_disb_amt) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Customer_type = 'INDIVIDUAL'
AND product = 'Repair and Renovation Loan'
AND Report_Date IN ({{report_dates}})",monthly
283,Schedule V,Loan Disbursements,1.2-Builders and Corporates,R1301,C211,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
284,Schedule V,Loan Disbursements,(i) Residential Projects,R1302,C211,Gross carrying amount (Note-2),Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate sum(HL_bifur_of_disb_amt) where,
1- Product_NHB <> 'Other Loan'
2- CRE_RH_Tagging is not null","SELECT sum(HL_bifur_of_disb_amt) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Product_NHB <> 'OTHER LOAN'
AND CRE_RH_Tagging is not null
AND Report_Date IN ({{report_dates}})",monthly
285,Schedule V,Loan Disbursements,"(a) Out of the 1.2(i) above, Loans for Slum Rehabilitation Authority (SRA)",R1303,C211,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
287,Schedule V,Loan Disbursements,2-Non-Housing Loans,R1305,C211,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
288,Schedule V,Loan Disbursements,2.1-Individuals,R1306,C211,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
289,Schedule V,Loan Disbursements,(i) for mortgage/property/home equity loans/LAP,R1307,C211,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
290,Schedule V,Loan Disbursements,(ii) Lease Rental Discounting,R1308,C211,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
291,Schedule V,Loan Disbursements,(iii) Others,R1309,C211,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
292,Schedule V,Loan Disbursements,(a) Of (iii) above loan against the security of shares/ debentures / bonds,R1310,C211,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
293,Schedule V,Loan Disbursements,(b) Of (iii) above loans against security of gold jewellery,R1311,C211,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
294,Schedule V,Loan Disbursements,2.2-Builders and Corporates,R1312,C211,Gross carrying amount (Note-2),derived ,part-1,Part-1B,,,,monthly
295,Schedule V,Loan Disbursements,(i) Non-residential projects,R1313,C211,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
296,Schedule V,Loan Disbursements,(ii) Lease Rental Discounting,R1314,C211,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
297,Schedule V,Loan Disbursements,(iii) Others,R1315,C211,Gross carrying amount (Note-2),Mart,part-1,Part-1B,DISBURSEMENT_PERIOD_MART,"populate sum(NHL_bifur_of_disb_amt)  where,
1- Product_NHB = 'Other Loan'
2- Customer_type = 'CORPORATE'","SELECT sum(NHL_BIFUR_OF_DISB_AMT) 
FROM DISHA_MART_ANALYTICS.REGULATORY_MART.DISBURSEMENT_PERIOD_MART
WHERE Product_NHB = 'OTHER LOAN'
AND Customer_type = 'CORPORATE'
AND Report_Date IN ({{report_dates}})",monthly
298,Schedule V,Loan Disbursements,(a) Of (iii) above loan against the security of shares/ debentures / bonds,R1316,C211,Gross carrying amount (Note-2),NA,part-1,Part-1B,,,,monthly
301,Schedule V,Loan Outstandings,1- Housing Loans,R1319,C212,No. of accounts,derived ,part-1,Part-1C,,,,monthly
302,Schedule V,Loan Outstandings,1.1-Individuals,R1320,C212,No. of accounts,derived ,part-1,Part-1C,,,,monthly
303,Schedule V,Loan Outstandings,(i) for construction/purchase of new units,R1321,C212,No. of accounts,Mart,part-1,Part-1C,Outstanding_mart,"populate count(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- CRE_RH_Tagging is null
3- nhb_Product = ('Purchase', 'Construction')","SELECT count(LOAN_NUMBER_NEW) 
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND CRE_RH_Tagging is null
AND Product IN ('Purchase', 'Construction')
AND Report_Date IN ({{report_dates}})",monthly
304,Schedule V,Loan Outstandings,"(a) Out of the 1.1(i) above, loans granted for purchase of dwelling units from builders (under construction + completed)",R1322,C212,No. of accounts,Mart,part-1,Part-1C,Outstanding_mart,"populate count(Loan_no_new) where,
Transaction_structure = ('Builder Purchase', 'General APF')","SELECT count(LOAN_NUMBER_NEW) 
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Transaction_structure IN ('BUILDER_PURCHASE', 'GENERAL_APF')
AND Report_Date IN ({{report_dates}})",monthly
305,Schedule V,Loan Outstandings,"(b) Out of the 1.1(i) above, loans granted for Plot + Construction",R1323,C212,No. of accounts,Mart,part-1,Part-1C,Outstanding_mart,"populate count(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- system_product = 'Purchase and Construction'","SELECT count(LOAN_NUMBER_NEW) 
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND PRODUCT = 'Purchase and Construction'
AND Report_Date IN ({{report_dates}})",monthly
306,Schedule V,Loan Outstandings,(ii) for purchasing old units (Resale),R1324,C212,No. of accounts,Mart,part-1,Part-1C,Outstanding_mart,"populate count(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Resale Property Purchase'","SELECT count(LOAN_NUMBER_NEW) 
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND PRODUCT = 'Resale Property Purchase'
AND Report_Date IN ({{report_dates}})",monthly
307,Schedule V,Loan Outstandings,(iii) for repair & renovation of existing units,R1325,C212,No. of accounts,Mart,part-1,Part-1C,Outstanding_mart,"populate count(Loan_no_new) where,
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Repair and Renovation Loan'","SELECT count(LOAN_NUMBER_NEW) 
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND PRODUCT = 'Repair and Renovation Loan'
AND Report_Date IN ({{report_dates}})",monthly
308,Schedule V,Loan Outstandings,1.2-Builders and Corporates,R1326,C212,No. of accounts,derived ,part-1,Part-1C,,,,monthly
309,Schedule V,Loan Outstandings,(i) Residential Projects,R1327,C212,No. of accounts,Mart,part-1,Part-1C,Outstanding_mart,"populate count(Loan_no_new) where,
1- nhb_Product <> 'Other Loan'
2- CRE_RH_Tagging is not null","SELECT count(LOAN_NUMBER_NEW) 
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Product <> 'OTHER LOAN'
AND CRE_RH_Tagging is not null
AND Report_Date IN ({{report_dates}})",monthly
310,Schedule V,Loan Outstandings,"(a) Out of the 1.2(i) above, Loans for Slum Rehabilitation Authority (SRA)",R1328,C212,No. of accounts,NA,part-1,Part-1C,,,,monthly
312,Schedule V,Loan Outstandings,2-Non-Housing Loans,R1330,C212,No. of accounts,derived ,part-1,Part-1C,,,,monthly
313,Schedule V,Loan Outstandings,2.1-Individuals,R1331,C212,No. of accounts,derived ,part-1,Part-1C,,,,monthly
314,Schedule V,Loan Outstandings,(i) for mortgage/property/home equity loans/LAP,R1332,C212,No. of accounts,NA,part-1,Part-1C,,,,monthly
315,Schedule V,Loan Outstandings,(ii) Lease Rental Discounting,R1333,C212,No. of accounts,NA,part-1,Part-1C,,,,monthly
316,Schedule V,Loan Outstandings,(iii) Others,R1334,C212,No. of accounts,NA,part-1,Part-1C,,,,monthly
317,Schedule V,Loan Outstandings,(a) Of (iii) above loan against the security of shares/ debentures / bonds,R1335,C212,No. of accounts,NA,part-1,Part-1C,,,,monthly
318,Schedule V,Loan Outstandings,(b) Of (iii) above loans against security of gold jewellery,R1336,C212,No. of accounts,NA,part-1,Part-1C,,,,monthly
319,Schedule V,Loan Outstandings,2.2-Builders and Corporates,R1337,C212,No. of accounts,derived ,part-1,Part-1C,,,,monthly
320,Schedule V,Loan Outstandings,(i) Non-residential projects,R1338,C212,No. of accounts,NA,part-1,Part-1C,,,,monthly
321,Schedule V,Loan Outstandings,(ii) Lease Rental Discounting,R1339,C212,No. of accounts,NA,part-1,Part-1C,,,,monthly
322,Schedule V,Loan Outstandings,(iii) Others,R1340,C212,No. of accounts,Mart,part-1,Part-1C,Outstanding_mart,"populate count(Loan_no_new) where,
1- nhb_Product = 'Other Loan'
2- Customer_type = 'CORPORATE'","SELECT count(LOAN_NUMBER_NEW) 
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Product = 'OTHER LOAN'
AND Customer_type = 'CORPORATE'
AND Report_Date IN ({{report_dates}})",monthly
